transaction_id,client_id,created_at,completed_at,payout_country,currency,amount,status,client_fee,direct_cost,failure_reason
TX00035335,CL0474,2025-10-11 15:06:45,2025-10-11 20:18:05,United Kingdom,GBP,113.73,completed,5.69,3.43,
TX00035336,CL0249,2025-10-11 15:25:59,2025-10-11 19:06:54,France,EUR,65.08,completed,2.87,3.91,
TX00035337,CL0474,2025-10-11 15:50:12,2025-10-11 21:17:32,United States,USD,94.34,completed,4.7,3.53,
TX00035338,CL0215,2025-10-11 15:50:34,2025-10-12 14:25:43,United States,USD,253.25,completed,11.8,4.26,
TX00035339,CL0474,2025-10-11 15:52:30,2025-10-12 09:27:07,United States,USD,73.34,completed,3.5,4.19,
TX00035340,CL0279,2025-10-11 16:31:54,2025-10-12 15:45:04,Poland,PLN,4005.47,completed,129.2,51.8,
TX00035341,CL0389,2025-10-11 17:07:34,2025-10-11 21:05:07,Estonia,EUR,31.93,completed,1.61,3.87,
TX00035342,CL0201,2025-10-11 17:07:45,2025-10-11 20:55:11,United States,USD,341.63,completed,15.28,5.9,
TX00035343,CL0389,2025-10-11 17:15:55,2025-10-11 19:01:13,United Kingdom,GBP,94.21,completed,4.83,3.67,
TX00035344,CL0474,2025-10-11 17:48:37,2025-10-12 01:31:19,United Kingdom,GBP,78.22,completed,3.79,3.39,
TX00035345,CL0389,2025-10-11 17:48:43,2025-10-11 23:07:27,France,EUR,75.54,completed,4.05,3.47,
TX00035346,CL0449,2025-10-11 17:54:49,2025-10-12 06:22:18,United States,USD,859.22,completed,53.03,6.63,
TX00035347,CL0474,2025-10-11 18:18:33,2025-10-12 01:08:42,United States,USD,110.05,completed,5.23,3.5,
TX00035348,CL0389,2025-10-11 18:20:20,2025-10-11 19:40:03,Cyprus,EUR,455.33,completed,23.39,6.07,
TX00035349,CL0474,2025-10-11 18:32:19,2025-10-12 04:51:49,United States,USD,224.56,completed,11.52,4.46,
TX00035350,CL0389,2025-10-11 18:37:36,2025-10-12 01:14:51,United Kingdom,GBP,61.37,completed,3.27,3.65,
TX00035351,CL0030,2025-10-11 18:39:31,2025-10-12 03:35:26,France,EUR,111.68,completed,5.15,3.95,
TX00035352,CL0278,2025-10-11 18:43:29,2025-10-11 20:52:27,Canada,CAD,66.99,completed,3.48,4.41,
TX00035353,CL0379,2025-10-11 19:11:11,2025-10-11 20:52:06,United States,USD,142.76,completed,9.18,4.43,
TX00035354,CL0389,2025-10-11 22:15:48,2025-10-12 02:47:45,Netherlands,EUR,119.11,completed,6.47,3.96,
TX00035355,CL0480,2025-10-12 00:16:55,2025-10-12 16:49:16,Singapore,SGD,972.18,completed,16.11,12.75,
TX00035356,CL0210,2025-10-12 00:20:11,2025-10-12 03:08:57,United States,USD,79.21,completed,3.99,3.54,
TX00035357,CL0489,2025-10-12 01:02:12,2025-10-13 05:13:21,Estonia,EUR,483.19,completed,27.33,5.6,
TX00035358,CL0372,2025-10-12 02:28:25,2025-10-12 05:21:20,United States,USD,1403.25,completed,23.49,10.28,
TX00035359,CL0200,2025-10-12 03:29:55,2025-10-12 05:34:47,Cyprus,EUR,173.71,completed,8.35,3.95,
TX00035360,CL0419,2025-10-12 04:52:17,2025-10-12 22:37:23,Poland,PLN,419.65,completed,19.12,17.48,
TX00035361,CL0337,2025-10-12 06:42:16,2025-10-12 15:20:44,Canada,CAD,216.46,completed,10.49,6.0,
TX00035362,CL0441,2025-10-12 07:26:02,2025-10-12 09:28:02,United Kingdom,GBP,579.28,completed,9.13,5.5,
TX00035363,CL0226,2025-10-12 08:08:21,2025-10-12 09:43:51,Spain,EUR,196.63,completed,9.6,3.61,
TX00035364,CL0419,2025-10-12 08:30:37,,United States,USD,71.15,failed,0.0,0.0,Compliance review
TX00035365,CL0379,2025-10-12 08:41:03,2025-10-12 14:14:39,United States,USD,275.03,completed,17.29,3.99,
TX00035366,CL0500,2025-10-12 08:42:38,2025-10-12 19:23:57,Canada,CAD,1008.06,refunded,0.0,9.3,
TX00035367,CL0419,2025-10-12 09:31:25,2025-10-12 10:26:12,United States,USD,109.56,completed,5.09,4.22,
TX00035368,CL0210,2025-10-12 09:46:32,2025-10-12 20:13:02,Singapore,SGD,81.64,refunded,0.0,5.24,
TX00035369,CL0096,2025-10-12 09:50:36,2025-10-12 13:32:52,United States,USD,994.36,completed,28.74,7.72,
TX00035370,CL0419,2025-10-12 09:50:56,,Poland,PLN,491.17,failed,0.0,0.0,Invalid beneficiary details
TX00035371,CL0441,2025-10-12 10:12:23,2025-10-12 17:47:27,Netherlands,EUR,876.19,completed,13.27,7.85,
TX00035372,CL0379,2025-10-12 10:22:54,2025-10-12 12:54:11,United States,USD,149.12,completed,9.9,3.61,
TX00035373,CL0292,2025-10-12 10:33:17,2025-10-12 13:07:55,United Kingdom,GBP,415.25,completed,13.36,5.54,
TX00035374,CL0346,2025-10-12 10:46:42,2025-10-12 13:59:46,France,EUR,102.54,completed,4.99,3.49,
TX00035375,CL0361,2025-10-12 11:02:53,2025-10-12 16:33:12,France,EUR,366.08,completed,22.82,4.75,
TX00035376,CL0449,2025-10-12 11:03:35,2025-10-13 06:07:42,United States,USD,615.88,completed,36.62,6.37,
TX00035377,CL0419,2025-10-12 11:13:56,2025-10-13 21:33:13,Poland,PLN,631.4,completed,28.29,17.03,
TX00035378,CL0231,2025-10-12 11:22:18,2025-10-12 14:01:10,United Kingdom,GBP,165.26,completed,7.78,3.97,
TX00035379,CL0224,2025-10-12 11:23:15,2025-10-12 18:31:44,Spain,EUR,229.58,completed,14.93,4.19,
TX00035380,CL0287,2025-10-12 11:33:39,2025-10-12 15:17:18,Spain,EUR,61.16,completed,3.02,3.25,
TX00035381,CL0419,2025-10-12 11:41:08,2025-10-12 23:58:21,United States,USD,84.09,completed,3.86,4.31,
TX00035382,CL0441,2025-10-12 12:35:16,2025-10-12 16:13:00,United Kingdom,GBP,1045.97,completed,16.57,8.19,
TX00035383,CL0441,2025-10-12 12:36:31,2025-10-13 06:04:56,Cyprus,EUR,2330.29,completed,36.51,15.15,
TX00035384,CL0226,2025-10-12 12:53:49,2025-10-12 19:32:20,Estonia,EUR,181.32,completed,8.83,3.77,
TX00035385,CL0215,2025-10-12 12:54:37,2025-10-13 18:06:54,United States,USD,273.45,completed,11.9,5.24,
TX00035386,CL0096,2025-10-12 13:12:56,2025-10-12 17:08:04,United States,USD,925.39,completed,28.28,8.02,
TX00035387,CL0419,2025-10-12 13:49:15,2025-10-13 04:09:54,Poland,PLN,464.62,completed,20.63,17.9,
TX00035388,CL0412,2025-10-12 13:50:26,2025-10-12 19:41:36,Netherlands,EUR,144.5,completed,7.27,4.67,
TX00035389,CL0071,2025-10-12 15:32:15,2025-10-12 18:58:09,Canada,CAD,375.93,completed,20.76,7.85,
TX00035390,CL0441,2025-10-12 15:46:05,2025-10-13 07:25:47,Poland,PLN,9556.13,completed,154.92,106.41,
TX00035391,CL0419,2025-10-12 15:59:41,2025-10-12 20:01:47,United States,USD,73.71,completed,3.21,3.96,
TX00035392,CL0500,2025-10-12 16:04:01,2025-10-13 10:25:06,Canada,CAD,1758.96,completed,110.41,16.24,
TX00035393,CL0441,2025-10-12 16:09:33,2025-10-12 23:45:38,United Kingdom,GBP,3118.32,completed,48.52,19.88,
TX00035394,CL0441,2025-10-12 16:17:41,,Poland,PLN,11160.38,failed,0.0,8.84,Technical error
TX00035395,CL0441,2025-10-12 16:34:32,2025-10-13 10:20:21,Poland,PLN,6024.14,completed,92.95,76.53,
TX00035396,CL0295,2025-10-12 16:36:43,2025-10-13 04:00:10,United States,USD,107.74,completed,5.06,4.34,
TX00035397,CL0441,2025-10-12 16:42:33,2025-10-13 07:07:36,Spain,EUR,1277.37,completed,19.77,10.64,
TX00035398,CL0441,2025-10-12 16:44:16,2025-10-12 22:51:54,Cyprus,EUR,3228.59,completed,51.37,23.01,
TX00035399,CL0500,2025-10-12 16:48:06,2025-10-12 17:41:35,Canada,CAD,1489.99,completed,95.94,14.43,
TX00035400,CL0295,2025-10-12 16:49:43,2025-10-13 07:47:00,United States,USD,98.19,completed,4.31,4.22,
TX00035401,CL0215,2025-10-12 16:55:39,2025-10-13 01:37:02,Spain,EUR,255.47,completed,11.11,5.25,
TX00035402,CL0419,2025-10-12 16:56:16,2025-10-13 10:09:49,Poland,PLN,469.67,completed,20.95,21.53,
TX00035403,CL0361,2025-10-12 16:58:15,2025-10-13 04:04:39,Germany,EUR,251.8,completed,15.42,3.91,
TX00035404,CL0295,2025-10-12 17:27:58,2025-10-13 02:56:47,Netherlands,EUR,231.23,completed,11.16,3.86,
TX00035405,CL0249,2025-10-12 18:06:16,2025-10-13 02:13:12,Estonia,EUR,557.84,completed,24.65,6.1,
TX00035406,CL0249,2025-10-12 18:11:26,2025-10-13 10:03:43,Germany,EUR,102.87,completed,4.52,4.01,
TX00035407,CL0441,2025-10-12 18:18:02,2025-10-13 22:10:58,United Kingdom,GBP,1281.15,completed,19.34,10.77,
TX00035408,CL0441,2025-10-12 18:22:05,2025-10-13 00:42:48,Germany,EUR,3484.12,completed,54.8,23.08,
TX00035409,CL0419,2025-10-12 19:41:08,2025-10-13 02:56:37,United States,USD,315.13,completed,13.98,5.13,
TX00035410,CL0181,2025-10-13 01:17:40,,France,EUR,114.4,failed,0.0,0.0,Bank rejected
TX00035411,CL0181,2025-10-13 03:25:34,2025-10-13 08:32:57,France,EUR,268.31,completed,12.34,5.35,
TX00035412,CL0246,2025-10-13 09:15:51,2025-10-15 23:30:17,UAE,AED,18813.9,completed,347.64,193.25,
TX00035413,CL0387,2025-10-13 09:17:03,2025-10-13 10:28:39,United States,USD,164.83,completed,7.08,4.38,
TX00035414,CL0084,2025-10-13 09:28:58,2025-10-13 19:39:06,United States,USD,256.2,completed,15.65,5.12,
TX00035415,CL0043,2025-10-13 09:32:39,2025-10-13 13:21:07,Germany,EUR,1554.2,completed,44.55,10.09,
TX00035416,CL0216,2025-10-13 09:34:41,2025-10-13 19:52:13,United States,USD,118.42,completed,6.06,3.65,
TX00035417,CL0406,2025-10-13 10:49:18,2025-10-13 17:32:21,United States,USD,384.03,completed,23.28,5.14,
TX00035418,CL0224,2025-10-13 11:09:49,2025-10-13 15:01:19,Estonia,EUR,83.15,completed,5.31,3.72,
TX00035419,CL0043,2025-10-13 11:30:21,2025-10-13 12:45:55,Estonia,EUR,2049.99,completed,58.58,12.8,
TX00035420,CL0303,2025-10-13 12:23:59,2025-10-13 22:26:40,Poland,PLN,8988.31,completed,290.72,108.42,
TX00035421,CL0472,2025-10-13 12:56:25,2025-10-14 04:42:30,Poland,PLN,5126.11,completed,191.83,64.19,
TX00035422,CL0224,2025-10-13 12:59:14,2025-10-13 19:12:07,Netherlands,EUR,228.17,completed,14.38,5.14,
TX00035423,CL0210,2025-10-13 13:07:12,2025-10-13 15:51:04,United Kingdom,GBP,63.46,completed,3.08,3.46,
TX00035424,CL0181,2025-10-13 13:51:34,2025-10-13 18:10:55,France,EUR,87.46,completed,3.9,3.43,
TX00035425,CL0306,2025-10-13 14:00:11,2025-10-13 21:04:03,United States,USD,413.76,completed,24.91,4.59,
TX00035426,CL0084,2025-10-13 14:49:43,2025-10-14 02:58:20,United States,USD,288.7,completed,17.54,4.33,
TX00035427,CL0128,2025-10-13 14:57:17,2025-10-13 20:50:16,United Kingdom,GBP,119.0,completed,6.75,3.59,
TX00035428,CL0084,2025-10-13 15:04:59,2025-10-14 00:53:08,Poland,PLN,1039.39,completed,66.45,20.82,
TX00035429,CL0181,2025-10-13 15:05:50,2025-10-13 16:55:43,Estonia,EUR,183.12,completed,8.84,4.57,
TX00035430,CL0043,2025-10-13 15:15:51,2025-10-15 20:05:10,France,EUR,1159.32,completed,35.03,9.24,
TX00035431,CL0071,2025-10-13 15:25:05,2025-10-13 18:46:31,Canada,CAD,117.88,completed,6.46,6.02,
TX00035432,CL0210,2025-10-13 16:21:44,2025-10-13 21:22:01,United Kingdom,GBP,123.23,completed,5.92,3.12,
TX00035433,CL0043,2025-10-13 17:31:48,2025-10-13 19:37:43,France,EUR,839.91,completed,26.24,7.5,
TX00035434,CL0325,2025-10-13 18:52:45,,United States,USD,227.2,failed,0.0,1.17,Bank rejected
TX00035435,CL0210,2025-10-14 04:52:55,2025-10-14 16:12:07,United Kingdom,GBP,52.82,completed,2.67,3.07,
TX00035436,CL0246,2025-10-14 07:28:53,2025-10-14 18:14:37,UAE,AED,14939.47,completed,261.06,132.91,
TX00035437,CL0224,2025-10-14 08:22:55,2025-10-14 09:52:56,France,EUR,239.04,completed,15.22,4.35,
TX00035438,CL0387,2025-10-14 08:57:14,2025-10-15 00:46:17,United States,USD,181.94,completed,7.85,3.86,
TX00035439,CL0325,2025-10-14 09:00:44,2025-10-14 22:58:26,United States,USD,189.62,completed,11.98,4.14,
TX00035440,CL0325,2025-10-14 09:48:58,2025-10-14 16:10:42,Spain,EUR,193.62,completed,11.78,4.72,
TX00035441,CL0071,2025-10-14 09:53:00,2025-10-15 04:35:37,Canada,CAD,559.36,completed,30.93,9.55,
TX00035442,CL0163,2025-10-14 10:34:28,2025-10-14 12:32:07,Spain,EUR,254.08,completed,12.72,4.23,
TX00035443,CL0040,2025-10-14 10:51:16,2025-10-14 23:38:36,United States,USD,235.26,completed,11.12,4.51,
TX00035444,CL0220,2025-10-14 11:01:17,2025-10-15 02:57:41,Poland,PLN,505.43,completed,24.31,20.07,
TX00035445,CL0071,2025-10-14 11:31:59,2025-10-15 00:03:18,Canada,CAD,108.04,completed,6.02,5.38,
TX00035446,CL0084,2025-10-14 11:55:33,2025-10-16 08:21:37,Poland,PLN,2300.4,completed,140.43,33.33,
TX00035447,CL0043,2025-10-14 12:15:04,2025-10-14 15:51:35,France,EUR,422.3,completed,12.2,5.52,
TX00035448,CL0128,2025-10-14 12:16:46,,United Kingdom,GBP,100.89,failed,0.0,0.0,Insufficient funds
TX00035449,CL0128,2025-10-14 12:39:50,2025-10-14 15:05:44,United States,USD,86.13,completed,5.09,3.94,
TX00035450,CL0216,2025-10-14 13:03:34,2025-10-14 16:32:31,United States,USD,53.57,completed,2.79,3.35,
TX00035451,CL0489,2025-10-14 13:38:03,2025-10-14 19:35:27,Netherlands,EUR,564.15,completed,31.23,6.91,
TX00035452,CL0134,2025-10-14 14:04:25,2025-10-14 18:33:41,Cyprus,EUR,110.96,completed,5.19,3.28,
TX00035453,CL0323,2025-10-14 15:06:53,2025-10-15 00:22:37,United States,USD,96.66,completed,6.4,3.4,
TX00035454,CL0224,2025-10-14 15:32:26,2025-10-14 17:33:24,United States,USD,244.62,completed,15.59,4.18,
TX00035455,CL0220,2025-10-14 16:22:40,2025-10-15 19:04:19,Poland,PLN,968.24,completed,48.5,21.78,
TX00035456,CL0220,2025-10-14 16:52:25,2025-10-15 08:22:50,Poland,PLN,1483.34,completed,73.92,27.42,
TX00035457,CL0220,2025-10-14 17:51:02,2025-10-15 11:36:12,Poland,PLN,853.69,completed,42.34,24.08,
TX00035458,CL0134,2025-10-14 18:05:59,2025-10-15 06:19:29,Poland,PLN,430.29,completed,21.25,19.33,
TX00035459,CL0242,2025-10-15 00:15:55,2025-10-15 10:51:34,United States,USD,2517.33,completed,45.01,14.84,
TX00035460,CL0332,2025-10-15 02:04:58,2025-10-15 15:19:45,UAE,AED,10372.99,completed,265.18,94.49,
TX00035461,CL0343,2025-10-15 02:31:59,2025-10-15 04:57:08,United States,USD,269.33,completed,7.86,4.36,
TX00035462,CL0018,2025-10-15 02:35:17,2025-10-15 15:07:49,UAE,AED,1045.2,completed,58.03,22.07,
TX00035463,CL0050,2025-10-15 02:59:05,2025-10-15 10:52:38,United States,USD,7033.01,completed,161.35,32.8,
TX00035464,CL0125,2025-10-15 03:09:14,2025-10-15 05:24:57,United States,USD,1026.91,completed,16.5,7.75,
TX00035465,CL0425,2025-10-15 04:46:43,2025-10-15 15:02:41,UAE,AED,1155.38,completed,56.1,23.97,
TX00035466,CL0125,2025-10-15 05:06:07,2025-10-15 11:02:12,United States,USD,1977.13,completed,31.76,11.29,
TX00035467,CL0328,2025-10-15 05:18:15,,Singapore,SGD,235.14,pending,0.0,0.0,
TX00035468,CL0340,2025-10-15 05:21:23,2025-10-15 23:17:24,UAE,AED,575.97,completed,24.46,16.19,
TX00035469,CL0306,2025-10-15 05:41:05,2025-10-15 06:58:18,Estonia,EUR,480.8,completed,29.17,6.79,
TX00035470,CL0242,2025-10-15 06:38:01,2025-10-16 01:29:59,United States,USD,2370.21,completed,44.02,13.19,
TX00035471,CL0052,2025-10-15 06:47:12,2025-10-15 08:39:06,United States,USD,721.49,completed,19.62,6.93,
TX00035472,CL0309,2025-10-15 06:50:59,2025-10-15 17:22:34,United States,USD,69.57,completed,3.07,3.29,
TX00035473,CL0052,2025-10-15 07:00:38,2025-10-16 17:20:58,United States,USD,249.81,completed,6.7,4.95,
TX00035474,CL0233,2025-10-15 07:05:59,2025-10-15 15:16:44,United Kingdom,GBP,736.79,completed,20.32,7.62,
TX00035475,CL0027,2025-10-15 07:33:46,2025-10-17 19:33:46,Spain,EUR,120.55,completed,7.77,4.25,
TX00035476,CL0301,2025-10-15 07:56:32,2025-10-15 16:49:51,Spain,EUR,197.24,completed,10.41,4.11,
TX00035477,CL0109,2025-10-15 08:02:00,2025-10-17 06:15:08,UAE,AED,796.81,completed,45.07,18.4,
TX00035478,CL0439,2025-10-15 08:02:22,2025-10-15 16:38:29,United States,USD,1584.96,completed,28.34,11.75,
TX00035479,CL0220,2025-10-15 08:03:56,2025-10-15 12:34:00,United States,USD,137.59,completed,6.81,3.96,
TX00035480,CL0425,2025-10-15 08:10:47,2025-10-17 06:22:29,UAE,AED,714.93,completed,33.99,20.43,
TX00035481,CL0020,2025-10-15 08:13:36,2025-10-15 17:47:27,UAE,AED,410.82,completed,23.01,17.99,
TX00035482,CL0425,2025-10-15 08:15:06,,UAE,AED,684.49,failed,0.0,0.0,Unsupported route
TX00035483,CL0193,2025-10-15 08:16:15,2025-10-16 00:08:45,United States,USD,725.45,completed,23.08,6.71,
TX00035484,CL0081,2025-10-15 08:17:51,,United States,USD,1070.7,failed,0.0,0.0,Bank rejected
TX00035485,CL0103,2025-10-15 08:19:04,2025-10-15 08:56:05,Estonia,EUR,54.45,completed,2.96,3.41,
TX00035486,CL0027,2025-10-15 08:20:44,2025-10-15 12:30:02,Spain,EUR,337.94,completed,21.04,4.88,
TX00035487,CL0480,2025-10-15 08:21:22,2025-10-16 01:01:34,Singapore,SGD,1226.12,completed,19.82,16.6,
TX00035488,CL0216,2025-10-15 08:29:28,2025-10-15 21:29:07,United States,USD,98.78,completed,5.32,4.01,
TX00035489,CL0027,2025-10-15 08:34:51,2025-10-15 09:44:58,United Kingdom,GBP,185.76,completed,11.96,3.38,
TX00035490,CL0435,2025-10-15 08:36:22,2025-10-15 15:41:36,Cyprus,EUR,1903.21,completed,51.94,13.74,
TX00035491,CL0281,2025-10-15 08:36:35,2025-10-15 17:11:56,UAE,AED,5171.41,completed,158.46,62.36,
TX00035492,CL0125,2025-10-15 08:39:11,2025-10-15 13:44:07,United States,USD,1988.19,completed,34.33,11.07,
TX00035493,CL0432,2025-10-15 08:39:16,2025-10-15 19:17:00,Poland,PLN,2018.42,completed,105.17,35.89,
TX00035494,CL0027,2025-10-15 08:44:59,2025-10-15 18:07:34,United Kingdom,GBP,255.79,completed,15.91,4.33,
TX00035495,CL0473,2025-10-15 08:49:36,2025-10-16 09:41:18,United Kingdom,GBP,158.58,completed,7.83,4.24,
TX00035496,CL0498,2025-10-15 08:54:24,2025-10-15 12:43:05,Cyprus,EUR,1579.96,completed,25.83,11.16,
TX00035497,CL0109,2025-10-15 08:57:35,2025-10-15 19:34:12,UAE,AED,917.35,completed,55.26,20.12,
TX00035498,CL0301,2025-10-15 08:58:57,2025-10-15 10:50:59,Cyprus,EUR,60.24,completed,2.91,3.0,
TX00035499,CL0043,2025-10-15 08:59:07,2025-10-15 12:33:01,Netherlands,EUR,1579.65,completed,46.38,12.02,
TX00035500,CL0020,2025-10-15 09:00:29,2025-10-16 04:57:05,UAE,AED,321.83,completed,16.85,17.64,
TX00035501,CL0439,2025-10-15 09:01:35,2025-10-16 22:42:36,United States,USD,887.85,completed,15.44,7.34,
TX00035502,CL0257,2025-10-15 09:06:19,,United States,USD,897.23,failed,0.0,0.0,Bank rejected
TX00035503,CL0439,2025-10-15 09:06:45,2025-10-16 01:42:59,United States,USD,2703.79,completed,45.64,17.25,
TX00035504,CL0426,2025-10-15 09:13:51,2025-10-15 17:05:07,United States,USD,739.15,completed,22.29,6.44,
TX00035505,CL0052,2025-10-15 09:15:47,2025-10-15 11:52:22,United States,USD,851.79,completed,23.89,7.02,
TX00035506,CL0143,2025-10-15 09:16:20,2025-10-16 09:22:07,Singapore,SGD,1547.9,completed,71.04,18.45,
TX00035507,CL0340,2025-10-15 09:19:22,2025-10-15 09:54:31,United Kingdom,GBP,116.85,completed,5.06,3.49,
TX00035508,CL0343,2025-10-15 09:19:33,2025-10-15 12:45:31,Germany,EUR,202.12,completed,6.15,3.97,
TX00035509,CL0425,2025-10-15 09:26:59,2025-10-16 08:32:44,UAE,AED,1074.59,completed,53.2,22.78,
TX00035510,CL0285,2025-10-15 09:27:44,2025-10-16 10:47:35,Netherlands,EUR,269.3,completed,11.98,5.52,
TX00035511,CL0119,2025-10-15 09:36:07,2025-10-16 00:38:03,UAE,AED,3076.82,completed,72.37,41.11,
TX00035512,CL0149,2025-10-15 09:42:11,2025-10-15 11:11:18,Estonia,EUR,118.63,completed,6.07,4.61,
TX00035513,CL0269,2025-10-15 09:42:28,2025-10-15 14:59:04,United States,USD,5995.35,completed,135.01,28.56,
TX00035514,CL0224,2025-10-15 09:50:30,2025-10-15 15:10:44,France,EUR,372.49,completed,23.67,5.63,
TX00035515,CL0340,2025-10-15 09:53:54,2025-10-16 13:55:45,UAE,AED,541.47,completed,22.99,18.0,
TX00035516,CL0119,2025-10-15 09:58:11,2025-10-16 12:57:16,UAE,AED,1330.51,completed,32.51,25.57,
TX00035517,CL0052,2025-10-15 09:58:54,2025-10-15 11:27:18,Netherlands,EUR,633.4,completed,16.68,7.26,
TX00035518,CL0078,2025-10-15 09:59:50,2025-10-15 12:07:15,Canada,CAD,3445.26,completed,254.77,26.43,
TX00035519,CL0285,2025-10-15 09:59:55,2025-10-15 18:19:03,France,EUR,216.59,completed,10.48,4.62,
TX00035520,CL0181,2025-10-15 10:06:15,2025-10-15 23:38:28,Estonia,EUR,42.53,completed,1.93,2.99,
TX00035521,CL0443,2025-10-15 10:08:34,2025-10-15 21:11:17,United Kingdom,GBP,258.38,completed,14.89,4.42,
TX00035522,CL0498,2025-10-15 10:13:34,2025-10-15 20:24:13,Netherlands,EUR,1289.44,completed,22.02,8.78,
TX00035523,CL0425,2025-10-15 10:19:18,2025-10-16 02:05:20,UAE,AED,3483.09,completed,171.98,38.06,
TX00035524,CL0125,2025-10-15 10:22:46,2025-10-15 13:28:43,United States,USD,3807.07,refunded,0.0,21.49,
TX00035525,CL0109,2025-10-15 10:27:12,2025-10-15 21:38:54,UAE,AED,2263.55,completed,128.62,32.52,
TX00035526,CL0439,2025-10-15 10:28:18,2025-10-15 12:43:30,United States,USD,3795.05,completed,68.11,18.63,
TX00035527,CL0081,2025-10-15 10:28:20,2025-10-15 13:46:01,United Kingdom,GBP,872.04,completed,29.92,6.63,
TX00035528,CL0438,2025-10-15 10:29:51,2025-10-15 15:30:04,United States,USD,1614.65,completed,46.33,9.69,
TX00035529,CL0285,2025-10-15 10:30:04,2025-10-15 13:00:00,Spain,EUR,391.49,completed,18.43,5.53,
TX00035530,CL0125,2025-10-15 10:30:23,2025-10-15 12:00:42,United States,USD,773.4,completed,12.24,7.2,
TX00035531,CL0242,2025-10-15 10:31:10,2025-10-15 13:33:02,United States,USD,1602.18,completed,28.91,10.18,
TX00035532,CL0300,2025-10-15 10:32:43,2025-10-16 01:04:33,Singapore,SGD,3672.89,completed,120.49,35.59,
TX00035533,CL0285,2025-10-15 10:32:56,2025-10-15 21:52:30,Singapore,SGD,281.44,completed,13.51,6.49,
TX00035534,CL0425,2025-10-15 10:37:36,2025-10-15 18:06:07,UAE,AED,1611.16,completed,79.96,24.99,
TX00035535,CL0343,2025-10-15 10:37:52,2025-10-15 11:42:02,United States,USD,684.45,completed,21.07,5.94,
TX00035536,CL0340,2025-10-15 10:42:07,2025-10-16 02:17:10,UAE,AED,978.65,completed,43.8,22.37,
TX00035537,CL0439,2025-10-15 10:42:19,2025-10-15 18:16:15,United States,USD,1285.41,completed,22.05,9.13,
TX00035538,CL0078,2025-10-15 10:43:56,2025-10-16 13:05:43,Canada,CAD,426.44,completed,30.86,7.1,
TX00035539,CL0050,2025-10-15 10:49:32,2025-10-15 13:57:22,United States,USD,1700.92,completed,40.51,11.41,
TX00035540,CL0416,2025-10-15 10:50:58,2025-10-15 21:54:21,United States,USD,1052.65,completed,18.76,7.66,
TX00035541,CL0210,2025-10-15 10:56:07,2025-10-15 22:59:11,Singapore,SGD,77.18,completed,3.93,6.19,
TX00035542,CL0309,2025-10-15 11:03:18,2025-10-15 21:17:16,Poland,PLN,461.28,completed,20.53,16.12,
TX00035543,CL0480,2025-10-15 11:05:54,2025-10-16 04:06:24,Singapore,SGD,784.07,completed,12.45,10.48,
TX00035544,CL0498,2025-10-15 11:08:25,2025-10-15 11:40:14,Spain,EUR,977.36,completed,16.37,9.76,
TX00035545,CL0473,2025-10-15 11:09:34,2025-10-15 12:13:14,United Kingdom,GBP,180.96,completed,8.84,4.13,
TX00035546,CL0281,2025-10-15 11:10:41,2025-10-15 14:35:23,United States,USD,802.57,completed,24.86,7.67,
TX00035547,CL0309,2025-10-15 11:11:02,2025-10-16 03:08:06,Poland,PLN,204.13,completed,8.66,14.03,
TX00035548,CL0285,2025-10-15 11:12:00,2025-10-16 04:48:40,Singapore,SGD,598.94,completed,28.73,10.8,
TX00035549,CL0042,2025-10-15 11:15:10,2025-10-15 23:05:38,Poland,PLN,78601.99,completed,1763.24,716.6,
TX00035550,CL0489,2025-10-15 11:15:12,2025-10-15 14:34:38,Cyprus,EUR,604.01,completed,32.83,7.21,
TX00035551,CL0054,2025-10-15 11:20:05,2025-10-16 02:57:23,Poland,PLN,1302.39,completed,65.18,26.34,
TX00035552,CL0425,2025-10-15 11:21:41,2025-10-15 23:52:15,UAE,AED,1877.44,completed,91.31,31.47,
TX00035553,CL0425,2025-10-15 11:25:46,2025-10-16 05:16:14,UAE,AED,222.39,completed,10.63,13.28,
TX00035554,CL0425,2025-10-15 11:27:30,2025-10-16 02:26:30,UAE,AED,1118.66,completed,54.6,20.37,
TX00035555,CL0181,2025-10-15 11:31:50,2025-10-15 16:28:57,France,EUR,221.16,completed,9.98,4.53,
TX00035556,CL0109,2025-10-15 11:32:09,2025-10-15 23:46:38,UAE,AED,247.52,completed,14.52,17.33,
TX00035557,CL0285,2025-10-15 11:32:11,2025-10-15 14:41:11,Netherlands,EUR,176.33,completed,8.09,3.96,
TX00035558,CL0413,2025-10-15 11:36:37,2025-10-15 20:55:33,Cyprus,EUR,151.04,completed,7.54,4.61,
TX00035559,CL0328,2025-10-15 11:37:24,2025-10-15 18:27:06,Singapore,SGD,234.47,completed,10.64,6.11,
TX00035560,CL0300,2025-10-15 11:45:44,2025-10-16 04:48:33,Canada,CAD,1625.96,completed,53.45,15.24,
TX00035561,CL0425,2025-10-15 11:54:48,2025-10-16 00:31:27,UAE,AED,705.62,completed,34.83,17.85,
TX00035562,CL0425,2025-10-15 11:57:24,2025-10-15 19:47:14,UAE,AED,485.47,completed,23.53,16.35,
TX00035563,CL0301,2025-10-15 12:00:22,2025-10-15 16:56:33,France,EUR,119.54,completed,5.89,4.41,
